,player_id,fifa_version,overall,potential,age,preferred_foot,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,main_position
99075,244374,19.0,69,85,19,Right,3,3,1,58.0,60.0,66.0,67.0,64.0,54.0,MD
131748,206414,17.0,74,78,25,Right,3,2,1,69.0,44.0,51.0,48.0,75.0,79.0,DF
57044,227236,21.0,77,83,24,Right,3,3,1,73.0,65.0,72.0,78.0,75.0,82.0,MD
20560,207650,23.0,74,74,27,Right,3,3,1,65.0,58.0,68.0,70.0,74.0,71.0,DF
1910,250954,24.0,74,79,23,Right,4,2,1,71.0,27.0,58.0,55.0,74.0,71.0,DF
121781,229297,18.0,65,71,24,Right,3,3,1,75.0,62.0,61.0,68.0,36.0,51.0,MD
70191,247741,21.0,61,72,20,Left,3,2,1,70.0,47.0,51.0,58.0,57.0,61.0,DF
148744,156650,16.0,75,75,29,Right,3,3,2,76.0,74.0,71.0,77.0,50.0,70.0,MD
123792,210610,18.0,63,71,23,Right,3,2,1,49.0,39.0,45.0,43.0,62.0,67.0,DF
150023,187517,16.0,72,74,26,Right,3,2,1,59.0,41.0,51.0,46.0,74.0,75.0,DF
121899,236232,18.0,65,69,25,Right,3,2,1,57.0,27.0,44.0,38.0,66.0,67.0,DF
164016,184943,15.0,81,82,27,Right,3,3,3,88.0,69.0,77.0,82.0,79.0,73.0,MD
137061,205818,17.0,67,76,22,Right,4,3,1,81.0,59.0,65.0,71.0,60.0,71.0,MD
1160,240787,24.0,76,80,23,Right,3,3,1,79.0,69.0,72.0,78.0,57.0,62.0,MD
57297,234574,21.0,76,85,21,Right,3,3,1,79.0,60.0,70.0,76.0,71.0,76.0,DF
521,224081,24.0,79,82,27,Right,3,3,2,66.0,65.0,76.0,75.0,77.0,76.0,MD
93998,170815,19.0,80,80,30,Right,3,3,2,64.0,71.0,79.0,78.0,76.0,73.0,MD
115824,216428,18.0,71,75,25,Right,4,4,1,76.0,62.0,66.0,76.0,31.0,52.0,MD
24584,260843,23.0,68,77,21,Right,4,4,1,82.0,66.0,66.0,76.0,27.0,57.0,FW
177684,225534,15.0,56,66,17,Right,3,2,1,62.0,41.0,58.0,55.0,59.0,50.0,MD
26733,263522,23.0,66,80,20,Right,3,3,1,80.0,62.0,62.0,67.0,29.0,52.0,MD
75815,203487,20.0,78,82,25,Right,3,2,1,59.0,28.0,51.0,57.0,78.0,80.0,DF
164388,184716,15.0,77,82,24,Right,3,3,2,70.0,58.0,76.0,78.0,66.0,60.0,MD
38129,222368,22.0,76,79,25,Right,3,3,1,76.0,73.0,74.0,77.0,28.0,62.0,MD
170052,164979,15.0,66,66,30,Right,3,2,1,53.0,40.0,53.0,51.0,65.0,72.0,DF
65835,243256,21.0,65,74,23,Left,3,2,1,66.0,56.0,61.0,64.0,50.0,54.0,MD
116737,192495,18.0,70,73,25,Right,3,4,1,69.0,63.0,67.0,72.0,37.0,61.0,MD
72784,243849,21.0,57,72,19,Right,3,3,1,74.0,48.0,57.0,55.0,49.0,59.0,MD
39055,238717,22.0,74,75,28,Left,3,2,1,68.0,37.0,57.0,60.0,74.0,79.0,DF
99328,198704,19.0,69,74,25,Left,3,3,1,61.0,46.0,72.0,73.0,61.0,52.0,MD
173187,208543,15.0,62,74,19,Left,3,2,1,71.0,56.0,59.0,61.0,42.0,58.0,MD
177041,210108,15.0,57,70,19,Right,2,2,1,69.0,59.0,38.0,56.0,28.0,53.0,FW
63320,225145,21.0,68,68,30,Right,3,3,1,66.0,33.0,59.0,64.0,69.0,62.0,DF
38020,251566,22.0,76,88,20,Right,3,3,1,87.0,69.0,67.0,78.0,44.0,67.0,MD
57992,192087,21.0,75,75,29,Left,2,3,1,79.0,54.0,69.0,70.0,71.0,69.0,DF
132104,207785,17.0,74,74,28,Left,5,2,1,85.0,71.0,69.0,74.0,70.0,54.0,DF
168769,198133,15.0,67,72,22,Right,3,3,1,73.0,70.0,70.0,70.0,63.0,77.0,DF
87334,239899,20.0,63,78,21,Right,3,3,1,71.0,60.0,56.0,69.0,29.0,46.0,MD
95632,221697,19.0,74,84,22,Right,3,3,1,82.0,68.0,68.0,75.0,44.0,61.0,FW
117646,211457,18.0,69,73,23,Left,3,3,1,68.0,70.0,59.0,65.0,25.0,73.0,FW
148239,220295,16.0,76,79,25,Right,3,2,2,85.0,75.0,65.0,77.0,50.0,71.0,FW
76723,229723,20.0,75,81,23,Right,4,3,1,72.0,67.0,73.0,75.0,64.0,70.0,MD
143077,213570,17.0,61,66,24,Right,3,2,1,71.0,49.0,54.0,60.0,59.0,77.0,DF
136383,216313,17.0,68,71,26,Right,3,2,1,69.0,46.0,56.0,62.0,70.0,72.0,DF
132414,199752,17.0,73,74,25,Right,3,3,1,92.0,69.0,60.0,75.0,32.0,79.0,MD
74651,252419,21.0,51,67,20,Right,3,2,1,69.0,43.0,53.0,55.0,34.0,53.0,MD
38371,233866,22.0,75,83,23,Right,4,4,1,83.0,74.0,67.0,79.0,45.0,75.0,FW
130011,156713,17.0,80,80,31,Right,4,2,2,48.0,58.0,59.0,55.0,82.0,78.0,DF
113354,192087,18.0,75,76,26,Left,2,2,1,81.0,52.0,69.0,71.0,73.0,71.0,DF
164215,152747,15.0,79,79,27,Right,3,3,2,92.0,63.0,73.0,83.0,27.0,60.0,MD
79819,242079,20.0,70,82,21,Right,3,3,1,67.0,56.0,69.0,68.0,69.0,62.0,MD
172192,204782,15.0,63,77,20,Right,3,3,1,75.0,63.0,44.0,71.0,26.0,47.0,FW
93547,172871,19.0,87,87,31,Left,3,3,3,63.0,63.0,73.0,72.0,88.0,79.0,DF
81663,231512,20.0,68,84,20,Left,3,3,1,77.0,35.0,58.0,67.0,65.0,71.0,DF
76060,208450,20.0,77,82,23,Right,4,4,1,73.0,74.0,78.0,78.0,66.0,69.0,MD
38499,226380,22.0,75,78,25,Right,4,3,1,84.0,75.0,70.0,78.0,28.0,68.0,FW
1426,255074,24.0,75,84,22,Left,2,3,1,75.0,70.0,66.0,76.0,61.0,62.0,MD
1,239085,24.0,91,94,22,Left,3,3,5,89.0,93.0,66.0,80.0,45.0,88.0,FW
38022,240273,22.0,76,86,20,Right,4,4,1,78.0,64.0,73.0,78.0,32.0,61.0,MD
112239,176571,18.0,79,79,27,Left,3,3,3,75.0,74.0,75.0,79.0,56.0,77.0,MD
116739,194146,18.0,70,73,26,Right,2,2,1,63.0,35.0,43.0,52.0,70.0,76.0,DF
96727,231390,19.0,72,81,21,Right,4,4,1,82.0,70.0,64.0,76.0,43.0,66.0,FW
150254,179592,16.0,72,72,29,Left,4,4,1,67.0,70.0,71.0,75.0,57.0,68.0,MD
77253,219732,20.0,74,79,24,Right,4,3,1,88.0,67.0,68.0,78.0,34.0,58.0,MD
94697,193011,19.0,77,77,27,Right,3,2,1,54.0,33.0,54.0,60.0,77.0,74.0,DF
19745,246340,23.0,75,85,21,Right,4,4,1,88.0,65.0,67.0,79.0,44.0,58.0,MD
47,232411,24.0,86,88,25,Right,3,5,3,82.0,81.0,83.0,88.0,62.0,67.0,FW
1979,230708,24.0,74,76,26,Right,2,2,1,50.0,25.0,51.0,45.0,75.0,76.0,DF
78037,172960,20.0,73,73,31,Right,3,3,1,68.0,73.0,60.0,68.0,31.0,68.0,FW
112339,199304,18.0,78,81,25,Right,4,3,2,78.0,70.0,71.0,74.0,76.0,79.0,DF
2052,186392,24.0,74,74,33,Right,3,3,1,51.0,52.0,68.0,66.0,77.0,70.0,DF
130548,203757,17.0,77,81,25,Left,5,2,1,75.0,74.0,56.0,74.0,27.0,78.0,FW
24,218667,24.0,88,88,28,Left,3,4,3,69.0,78.0,86.0,92.0,70.0,69.0,MD
164478,156713,15.0,77,77,29,Right,4,2,2,48.0,60.0,57.0,54.0,78.0,77.0,DF
75334,207494,20.0,82,82,26,Right,3,4,2,80.0,78.0,76.0,83.0,58.0,72.0,MD
160879,223387,16.0,59,61,25,Right,1,2,1,56.0,35.0,34.0,57.0,68.0,64.0,DF
23437,228206,23.0,70,70,28,Right,3,3,1,82.0,60.0,63.0,72.0,67.0,53.0,DF
148298,122849,16.0,76,76,31,Right,4,4,2,78.0,75.0,61.0,76.0,35.0,74.0,FW
161034,229778,16.0,58,71,19,Left,3,3,1,78.0,55.0,52.0,63.0,31.0,54.0,MD
150820,167925,16.0,71,71,29,Right,3,2,1,60.0,47.0,63.0,65.0,75.0,74.0,DF
170003,154867,15.0,66,66,34,Right,3,3,1,58.0,66.0,67.0,68.0,26.0,51.0,MD
130789,200765,17.0,76,84,23,Right,3,2,1,72.0,50.0,64.0,74.0,76.0,75.0,MD
41754,221618,22.0,70,74,25,Right,3,3,1,79.0,71.0,55.0,71.0,24.0,67.0,FW
116783,186117,18.0,70,72,25,Right,4,2,1,64.0,67.0,69.0,68.0,63.0,71.0,MD
103568,244375,19.0,65,72,24,Left,2,2,1,66.0,45.0,59.0,47.0,64.0,59.0,MD
2116,204936,24.0,74,74,30,Right,3,2,1,64.0,46.0,54.0,61.0,73.0,78.0,DF
574,181458,24.0,79,79,34,Right,5,4,3,71.0,78.0,80.0,79.0,73.0,75.0,FW
173455,221599,15.0,62,68,24,Right,3,2,1,75.0,40.0,45.0,58.0,64.0,60.0,DF
144491,230005,17.0,58,78,18,Right,3,2,1,71.0,40.0,54.0,58.0,55.0,64.0,MD
25442,243857,23.0,68,68,28,Left,3,2,1,79.0,42.0,51.0,67.0,68.0,61.0,DF
137838,189392,17.0,67,67,27,Right,3,2,1,68.0,72.0,67.0,63.0,36.0,73.0,MD
37448,220793,22.0,79,81,25,Right,2,2,2,75.0,45.0,55.0,65.0,80.0,80.0,DF
147502,162240,16.0,80,80,27,Left,2,4,3,77.0,72.0,75.0,82.0,69.0,82.0,MD
37094,224458,22.0,82,87,24,Right,5,4,2,84.0,81.0,73.0,85.0,57.0,77.0,FW
18413,212198,23.0,86,86,27,Right,3,4,3,72.0,86.0,88.0,81.0,67.0,76.0,MD
37763,224389,22.0,77,84,24,Left,3,3,1,84.0,78.0,74.0,79.0,29.0,72.0,FW
38694,194201,22.0,75,75,30,Right,3,2,1,59.0,42.0,53.0,62.0,75.0,80.0,DF
116,241084,24.0,84,85,26,Right,4,4,2,91.0,81.0,75.0,87.0,34.0,74.0,FW
115012,229526,18.0,72,78,24,Right,4,3,1,72.0,65.0,66.0,68.0,67.0,74.0,MD
147246,165239,16.0,83,83,28,Right,4,4,3,81.0,76.0,83.0,86.0,38.0,58.0,MD
142068,235029,17.0,62,74,18,Right,3,2,1,67.0,62.0,45.0,58.0,21.0,59.0,FW
130344,189169,17.0,78,79,27,Right,3,2,1,71.0,79.0,58.0,71.0,31.0,80.0,FW
75443,203747,20.0,80,85,24,Right,3,3,3,92.0,51.0,70.0,78.0,76.0,66.0,DF
37658,178088,22.0,78,78,33,Left,3,4,3,55.0,71.0,81.0,81.0,36.0,42.0,MD
61514,231512,21.0,69,82,21,Left,3,3,1,74.0,40.0,59.0,67.0,67.0,70.0,DF
57999,192991,21.0,75,75,29,Right,4,3,2,69.0,75.0,66.0,72.0,36.0,73.0,FW
175700,213418,15.0,59,75,18,Right,3,2,1,87.0,57.0,51.0,61.0,29.0,61.0,FW
153869,202690,16.0,67,70,25,Right,3,2,1,82.0,34.0,67.0,69.0,60.0,69.0,MD
140710,224445,17.0,64,66,26,Right,3,2,1,62.0,50.0,45.0,53.0,69.0,66.0,MD
20243,246728,23.0,74,84,21,Right,3,3,1,78.0,72.0,57.0,69.0,30.0,76.0,FW
76968,182882,20.0,75,75,33,Right,3,3,2,60.0,58.0,70.0,68.0,74.0,73.0,MD
148747,157310,16.0,75,75,29,Left,3,3,2,70.0,71.0,77.0,79.0,53.0,61.0,MD
164997,204311,15.0,74,84,19,Right,3,2,1,74.0,49.0,57.0,54.0,74.0,79.0,DF
96860,234822,19.0,72,77,24,Right,4,3,1,78.0,53.0,65.0,68.0,73.0,58.0,DF
124937,208989,18.0,62,66,24,Right,3,2,1,77.0,60.0,41.0,60.0,19.0,71.0,FW
66986,233047,21.0,64,75,20,Right,3,2,1,68.0,37.0,51.0,57.0,63.0,69.0,DF
166155,179515,15.0,72,72,30,Right,3,2,2,67.0,47.0,67.0,58.0,72.0,77.0,DF
120795,241129,18.0,66,70,25,Left,3,3,1,76.0,66.0,52.0,62.0,20.0,62.0,FW
4379,264349,24.0,70,80,20,Left,3,3,1,72.0,63.0,66.0,73.0,41.0,60.0,MD
96827,205818,19.0,72,77,24,Right,4,3,1,72.0,54.0,70.0,75.0,64.0,75.0,MD
78744,167601,20.0,72,72,32,Right,4,2,2,76.0,60.0,62.0,60.0,73.0,74.0,DF
76716,225024,20.0,75,81,22,Right,3,3,1,70.0,42.0,66.0,66.0,76.0,71.0,DF
60335,184469,21.0,71,71,30,Left,5,3,1,59.0,69.0,69.0,69.0,66.0,71.0,MD
98425,221618,19.0,70,75,22,Right,2,3,1,76.0,70.0,52.0,71.0,25.0,61.0,FW
57439,211454,21.0,76,77,27,Right,3,3,1,55.0,63.0,72.0,70.0,73.0,74.0,MD
50431,257291,22.0,62,74,20,Right,4,2,1,69.0,31.0,47.0,45.0,63.0,67.0,DF
59188,244591,21.0,72,83,19,Right,3,3,1,81.0,48.0,65.0,73.0,68.0,68.0,DF
44382,242964,22.0,67,81,20,Right,3,3,1,79.0,61.0,60.0,70.0,31.0,55.0,MD
76050,221479,20.0,77,83,22,Right,3,3,1,84.0,70.0,63.0,75.0,38.0,79.0,FW
72780,241711,21.0,57,72,20,Right,3,2,1,60.0,30.0,47.0,45.0,57.0,61.0,DF
116435,225539,18.0,70,84,19,Right,3,3,1,75.0,67.0,62.0,73.0,25.0,62.0,FW
98134,225145,19.0,71,71,28,Right,3,3,1,73.0,29.0,60.0,66.0,72.0,65.0,DF
93878,179784,19.0,81,81,30,Right,3,2,3,52.0,47.0,62.0,62.0,82.0,74.0,DF
147842,176285,16.0,78,78,26,Right,2,2,2,73.0,53.0,50.0,50.0,80.0,79.0,DF
20087,204760,23.0,75,75,28,Left,2,3,1,69.0,52.0,70.0,72.0,74.0,78.0,DF
90649,239673,20.0,59,71,20,Right,3,2,1,56.0,30.0,36.0,39.0,58.0,68.0,DF
80856,224389,20.0,69,76,22,Left,2,3,1,71.0,69.0,63.0,68.0,24.0,70.0,FW
134357,204847,17.0,70,76,22,Right,2,2,1,78.0,45.0,55.0,67.0,67.0,68.0,DF
75549,189881,20.0,80,80,29,Right,3,2,3,69.0,47.0,58.0,58.0,79.0,81.0,DF
151979,204355,16.0,69,73,23,Left,2,2,1,68.0,40.0,61.0,67.0,71.0,71.0,DF
161704,225480,16.0,57,65,18,Right,2,2,1,63.0,44.0,50.0,55.0,57.0,52.0,DF
170893,147619,15.0,65,65,28,Left,2,2,1,60.0,64.0,67.0,62.0,63.0,74.0,MD
41574,235642,22.0,70,78,23,Right,3,2,1,66.0,58.0,58.0,64.0,67.0,81.0,MD
29446,235442,23.0,64,71,24,Right,2,2,1,71.0,25.0,35.0,44.0,66.0,69.0,DF
166682,198776,15.0,70,79,20,Right,3,3,1,78.0,61.0,65.0,78.0,41.0,62.0,MD
150017,183442,16.0,72,74,26,Right,3,3,1,75.0,71.0,70.0,73.0,42.0,66.0,MD
114713,184749,18.0,73,73,27,Right,3,3,1,62.0,68.0,70.0,68.0,67.0,71.0,MD
75963,195202,20.0,78,78,28,Left,1,4,1,63.0,72.0,77.0,79.0,60.0,64.0,MD
130232,187736,17.0,79,79,27,Right,4,3,1,83.0,74.0,79.0,79.0,67.0,66.0,FW
75324,189505,20.0,82,82,31,Right,5,4,3,75.0,77.0,77.0,84.0,43.0,56.0,FW
132467,135218,17.0,73,73,32,Right,3,2,1,54.0,40.0,57.0,57.0,71.0,81.0,DF
112373,194932,18.0,78,79,25,Left,4,3,2,85.0,75.0,73.0,80.0,33.0,63.0,MD
95489,189280,19.0,75,75,28,Right,3,3,1,60.0,56.0,77.0,70.0,71.0,71.0,MD
87462,241523,20.0,63,74,20,Right,3,2,1,67.0,65.0,40.0,54.0,32.0,63.0,FW
44265,225139,22.0,68,68,28,Left,4,3,1,75.0,68.0,67.0,71.0,36.0,52.0,MD
111819,169595,18.0,82,83,26,Left,3,3,3,81.0,63.0,73.0,78.0,81.0,78.0,DF
155179,183204,16.0,66,66,29,Left,3,2,1,65.0,51.0,60.0,65.0,66.0,75.0,DF
151916,211424,16.0,69,74,23,Right,4,3,1,68.0,48.0,72.0,72.0,65.0,58.0,MD
20370,229723,23.0,74,77,26,Right,4,3,1,67.0,62.0,76.0,72.0,67.0,71.0,MD
170905,151213,15.0,65,65,33,Right,4,2,1,59.0,66.0,67.0,67.0,57.0,68.0,MD
140992,210562,17.0,64,64,34,Left,2,2,1,60.0,33.0,47.0,63.0,65.0,62.0,DF
179043,223059,15.0,53,54,24,Right,3,2,1,71.0,38.0,52.0,45.0,52.0,69.0,DF
95326,187043,19.0,75,76,27,Left,3,3,1,70.0,70.0,74.0,74.0,67.0,74.0,MD
56454,192638,21.0,81,81,29,Left,3,3,2,65.0,75.0,78.0,77.0,77.0,79.0,DF
38961,223334,22.0,74,78,24,Right,3,3,1,76.0,70.0,62.0,73.0,43.0,79.0,FW
146478,233516,17.0,53,63,19,Right,2,2,1,59.0,27.0,36.0,37.0,53.0,54.0,DF
112900,201884,18.0,76,79,25,Left,4,3,1,81.0,71.0,75.0,76.0,65.0,69.0,MD
69993,255377,21.0,61,78,19,Right,4,2,1,76.0,55.0,55.0,64.0,33.0,49.0,MD
75659,209297,20.0,79,81,26,Left,4,4,1,76.0,73.0,75.0,80.0,74.0,69.0,MD
127124,232757,18.0,58,75,19,Right,3,3,1,60.0,49.0,59.0,61.0,42.0,41.0,MD
26720,257896,23.0,66,81,20,Right,3,2,1,77.0,44.0,57.0,64.0,62.0,69.0,DF
115421,184218,18.0,72,72,30,Right,3,3,1,86.0,70.0,61.0,68.0,37.0,68.0,FW
122174,167559,18.0,65,65,28,Right,3,2,1,66.0,63.0,46.0,57.0,32.0,75.0,FW
147310,202556,16.0,81,89,21,Right,2,4,3,90.0,78.0,73.0,85.0,29.0,75.0,FW
119368,202799,18.0,67,76,22,Right,5,4,1,83.0,59.0,61.0,73.0,24.0,49.0,MD
1327,213655,24.0,76,76,27,Right,3,4,2,74.0,64.0,73.0,78.0,56.0,74.0,MD
110841,242422,19.0,53,73,17,Right,3,2,1,57.0,47.0,44.0,47.0,55.0,58.0,MD
129833,188253,17.0,81,84,25,Right,4,3,2,72.0,67.0,76.0,76.0,78.0,81.0,MD
61197,192725,21.0,70,70,30,Left,3,2,2,60.0,38.0,65.0,65.0,69.0,70.0,DF
130362,10780,17.0,78,78,36,Right,3,2,1,45.0,39.0,56.0,47.0,82.0,78.0,DF
115461,190471,18.0,72,72,31,Left,4,3,1,76.0,71.0,69.0,76.0,28.0,54.0,FW
164085,179527,15.0,80,82,27,Right,3,4,3,90.0,80.0,68.0,74.0,34.0,71.0,FW
1781,259608,24.0,74,86,18,Right,3,3,1,72.0,74.0,61.0,70.0,21.0,70.0,FW
175151,192545,15.0,60,66,25,Right,3,3,1,62.0,60.0,56.0,65.0,42.0,58.0,MD
140319,212300,17.0,64,72,22,Left,3,2,1,58.0,29.0,35.0,42.0,64.0,71.0,DF
58993,198331,21.0,73,73,28,Right,4,3,1,78.0,74.0,67.0,73.0,35.0,59.0,FW
37880,207421,22.0,77,78,26,Right,4,4,1,82.0,76.0,74.0,80.0,30.0,61.0,MD
57676,227174,21.0,75,82,22,Right,3,3,1,81.0,63.0,65.0,71.0,70.0,65.0,DF
131472,167601,17.0,75,75,29,Right,4,2,2,84.0,57.0,65.0,62.0,74.0,76.0,DF
2718,213693,24.0,73,73,28,Right,4,3,1,77.0,66.0,73.0,75.0,61.0,66.0,MD
49403,234743,22.0,63,72,22,Right,3,3,1,67.0,61.0,46.0,62.0,31.0,65.0,FW
127158,238059,18.0,58,73,18,Right,3,3,1,72.0,47.0,50.0,64.0,27.0,37.0,MD
139500,227235,17.0,65,70,24,Right,4,3,1,66.0,51.0,65.0,67.0,39.0,55.0,MD
156016,138180,16.0,65,65,32,Right,3,3,1,77.0,59.0,61.0,70.0,23.0,63.0,MD
40252,210985,22.0,72,73,26,Left,3,3,1,71.0,65.0,71.0,72.0,66.0,60.0,DF
19083,208920,23.0,78,80,27,Left,3,2,3,76.0,53.0,70.0,70.0,79.0,75.0,DF
78144,192838,20.0,73,73,30,Right,3,3,1,67.0,61.0,68.0,73.0,71.0,73.0,DF
86296,243256,20.0,64,75,22,Left,3,2,1,66.0,52.0,61.0,62.0,48.0,54.0,MD
1575,225147,24.0,75,76,27,Right,4,3,1,78.0,61.0,71.0,72.0,69.0,74.0,DF
151653,204425,16.0,70,70,28,Right,4,2,1,81.0,73.0,61.0,72.0,32.0,61.0,FW
56667,226456,21.0,79,83,24,Right,3,4,2,68.0,76.0,78.0,80.0,70.0,67.0,MD
111805,199503,18.0,82,85,24,Left,2,3,3,50.0,66.0,79.0,72.0,72.0,78.0,MD
119061,189181,18.0,68,68,28,Right,4,3,1,66.0,66.0,64.0,70.0,28.0,70.0,FW
10631,277194,24.0,64,84,18,Right,3,3,1,77.0,49.0,59.0,65.0,23.0,39.0,MD
98249,216371,19.0,70,79,24,Right,4,2,1,70.0,54.0,58.0,61.0,69.0,72.0,MD
91374,215301,20.0,58,65,23,Right,2,2,1,57.0,28.0,41.0,37.0,57.0,57.0,DF
113581,208339,18.0,75,75,27,Right,3,2,1,77.0,74.0,57.0,71.0,30.0,72.0,FW
38675,190456,22.0,75,75,30,Right,2,3,2,69.0,60.0,71.0,75.0,74.0,63.0,DF
111777,192366,18.0,83,83,29,Right,3,2,3,63.0,56.0,59.0,54.0,83.0,81.0,DF
94965,172937,19.0,76,76,34,Right,3,2,1,35.0,77.0,60.0,68.0,42.0,70.0,FW
148624,216335,16.0,75,77,25,Left,4,2,1,66.0,53.0,68.0,68.0,75.0,71.0,MD
18638,239301,23.0,81,86,24,Left,3,3,2,72.0,60.0,76.0,77.0,82.0,83.0,DF
136090,210870,17.0,68,76,21,Right,3,2,1,73.0,55.0,69.0,72.0,51.0,59.0,MD
112978,19292,18.0,76,76,33,Right,3,2,2,31.0,47.0,53.0,43.0,77.0,80.0,DF
165641,147455,15.0,73,73,31,Right,4,4,2,71.0,70.0,72.0,77.0,38.0,53.0,FW
57085,213991,21.0,77,80,25,Right,4,3,1,71.0,64.0,71.0,73.0,74.0,79.0,MD
164637,8517,15.0,76,76,33,Right,3,2,2,58.0,65.0,70.0,73.0,79.0,76.0,MD
149426,189615,16.0,73,77,25,Left,3,2,1,78.0,56.0,70.0,70.0,72.0,65.0,DF
38120,212300,22.0,76,79,27,Left,2,2,1,61.0,37.0,64.0,62.0,76.0,80.0,DF
166195,205989,15.0,71,83,19,Right,3,2,1,68.0,50.0,65.0,72.0,71.0,71.0,DF
149854,204699,16.0,72,78,24,Left,3,3,1,83.0,70.0,65.0,75.0,65.0,69.0,MD
32988,238086,23.0,61,62,26,Left,2,3,1,73.0,48.0,62.0,66.0,51.0,43.0,MD
169447,190885,15.0,66,74,23,Right,3,3,1,74.0,52.0,64.0,67.0,65.0,62.0,DF
3970,189177,24.0,71,71,31,Left,2,3,1,62.0,69.0,73.0,73.0,66.0,71.0,MD
11009,277439,24.0,64,72,21,Right,3,2,1,61.0,31.0,54.0,54.0,59.0,66.0,MD
169103,140975,15.0,67,67,36,Right,2,2,1,43.0,33.0,50.0,49.0,68.0,62.0,DF
39087,184037,22.0,74,74,31,Right,3,2,2,50.0,44.0,59.0,61.0,76.0,68.0,DF
11087,240175,24.0,64,70,24,Right,3,3,1,65.0,56.0,63.0,68.0,52.0,61.0,MD
115366,175932,18.0,72,72,28,Right,4,2,1,84.0,44.0,59.0,67.0,69.0,75.0,DF
123465,229129,18.0,64,64,29,Right,3,3,1,69.0,64.0,62.0,66.0,41.0,57.0,FW
147051,233804,17.0,48,73,17,Right,3,2,1,59.0,47.0,46.0,49.0,36.0,46.0,MD
56718,169595,21.0,79,79,29,Left,3,3,3,75.0,61.0,72.0,76.0,77.0,72.0,DF
77973,225474,20.0,73,74,26,Left,3,4,1,80.0,65.0,69.0,78.0,73.0,70.0,MD
134006,179822,17.0,71,71,29,Right,3,2,1,74.0,55.0,64.0,71.0,71.0,59.0,DF
151037,203304,16.0,70,78,22,Right,3,2,1,85.0,70.0,56.0,68.0,40.0,70.0,FW
131808,189099,17.0,74,76,26,Right,3,4,1,83.0,69.0,54.0,73.0,24.0,72.0,FW
2302,252042,24.0,73,83,21,Right,4,3,1,77.0,70.0,62.0,76.0,25.0,60.0,FW
164692,163209,15.0,76,76,27,Right,3,3,2,77.0,73.0,66.0,77.0,49.0,79.0,FW
176939,167208,15.0,58,58,28,Right,3,2,1,56.0,51.0,58.0,58.0,52.0,68.0,MD
164230,176266,15.0,79,79,27,Right,3,2,3,60.0,40.0,71.0,72.0,79.0,76.0,MD
148574,193474,16.0,75,78,25,Right,3,2,1,70.0,60.0,68.0,75.0,77.0,77.0,MD
170589,203756,15.0,65,69,25,Left,3,2,1,52.0,65.0,50.0,49.0,39.0,76.0,FW
164041,166706,15.0,81,81,29,Right,2,2,3,63.0,38.0,48.0,54.0,82.0,82.0,DF
19028,238616,23.0,78,85,22,Left,4,4,1,85.0,74.0,69.0,81.0,31.0,58.0,FW
163680,213686,16.0,49,62,20,Right,2,2,1,59.0,27.0,35.0,46.0,49.0,60.0,DF
56195,212188,21.0,85,88,24,Right,4,3,3,91.0,85.0,69.0,84.0,35.0,71.0,FW
148184,203757,16.0,76,81,24,Left,5,2,1,72.0,76.0,56.0,74.0,27.0,78.0,FW
130910,189615,17.0,76,78,26,Left,3,2,1,78.0,59.0,71.0,75.0,73.0,67.0,DF
136198,211209,17.0,68,74,23,Left,3,3,1,74.0,37.0,54.0,59.0,65.0,62.0,DF
168652,213163,15.0,67,75,23,Left,2,2,1,69.0,35.0,54.0,62.0,65.0,66.0,DF
165347,186253,15.0,74,74,28,Right,4,2,1,77.0,59.0,59.0,55.0,78.0,74.0,DF
107254,231936,19.0,61,77,20,Right,4,2,1,64.0,25.0,48.0,42.0,59.0,66.0,DF
1395,268438,24.0,75,88,19,Right,4,3,1,84.0,69.0,65.0,77.0,33.0,58.0,FW
130913,193475,17.0,76,78,26,Left,2,2,1,82.0,50.0,71.0,74.0,73.0,77.0,DF
166476,50588,15.0,71,71,30,Right,3,2,2,58.0,71.0,55.0,65.0,30.0,78.0,FW
2864,271975,24.0,72,86,18,Right,3,3,1,69.0,52.0,66.0,72.0,69.0,65.0,MD
111617,190460,18.0,87,91,25,Right,5,4,3,75.0,78.0,88.0,84.0,47.0,63.0,MD
136098,219664,17.0,68,76,22,Right,4,2,1,69.0,26.0,49.0,52.0,70.0,68.0,DF
51612,247734,22.0,61,70,21,Right,3,2,1,73.0,28.0,51.0,46.0,64.0,62.0,MD
61100,173735,21.0,70,70,31,Left,3,2,2,66.0,39.0,65.0,69.0,68.0,65.0,DF
18172,261988,24.0,50,65,19,Right,3,2,1,57.0,24.0,34.0,29.0,51.0,61.0,DF
181,202652,24.0,83,83,28,Right,3,4,4,85.0,78.0,76.0,85.0,45.0,67.0,FW
37961,201315,22.0,77,77,30,Right,2,2,1,52.0,52.0,53.0,62.0,79.0,79.0,DF
40094,221282,22.0,72,77,25,Right,3,3,1,75.0,55.0,66.0,70.0,68.0,69.0,DF
152802,190430,16.0,68,72,25,Left,3,2,1,72.0,41.0,61.0,65.0,69.0,68.0,DF
50766,247017,22.0,62,68,23,Left,3,2,1,72.0,34.0,55.0,63.0,57.0,60.0,DF
131803,184037,17.0,74,76,26,Right,3,3,2,65.0,45.0,62.0,63.0,77.0,76.0,DF
114884,228295,18.0,72,85,21,Right,3,2,1,62.0,34.0,53.0,65.0,73.0,74.0,DF
